rxn,rxn_name,equation,pathway,gene,ActivatedMyeloidCells___aCTLA4,ActivatedMyeloidCells___aPD1,ActivatedMyeloidCells___aPD1aCTLA4,ActivatedMyeloidCells___Control,HighlyProliferativeTCells___aCTLA4,HighlyProliferativeTCells___aPD1,HighlyProliferativeTCells___aPD1aCTLA4,HighlyProliferativeTCells___Control,OtherMyeloidCells___aCTLA4,OtherMyeloidCells___aPD1,OtherMyeloidCells___aPD1aCTLA4,OtherMyeloidCells___Control
H8TAer,"H8 transamidase, endoplasmic reticulum",H8TAer: gpi_hs_r + pre_prot_r --> gpi_prot_hs_r + gpi_sig_r,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,Gpaa1;;;Pigk;;;Pigs;;;Pigt;;;Pigu,0.2720153265180593,0.28213694639304915,0.3352770705736818,0.3188943930185228,0.3770779942973439,0.41839575467169055,0.3362263175227394,0.5354521197235683,0.37022408695058867,0.3003506285086056,0.3036115306106781,0.34918927903719255
HACD1m,"3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria",HACD1m: aacoa_m + h_m + nadh_m <=> 3hbcoa_m + nad_m,Tryptophan metabolism,Hadh;;;Hadha;;;Hadhb;;;Hsd17b10,0.3435405161773939,0.36536780269422325,0.451181004343415,0.36460282373280567,0.7090721603029728,0.7700541053897365,0.7524210252581444,0.7471558300130654,0.4923313529109442,0.45798238669766433,0.4730008025325694,0.5208121169779556
HACD1x,(S)-3-Hydroxybutanoyl-CoA:NAD oxidoreductase,HACD1x: aacoa_x + h_x + nadh_x <=> 3hbcoa_x + nad_x,Tryptophan metabolism,Ehhadh;;;Hsd17b4,0.08361028013284917,0.0872206381565451,0.07630193954974451,0.07026151721145851,0.0721330832021368,0.07740673650823601,0.0910829926201114,0.044050205095933805,0.09580438315731546,0.1118762804937963,0.09338725980081061,0.15431676186063634
HACD9m,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase",HACD9m: 3hmbcoa_m + nad_m <=> 2maacoa_m + h_m + nadh_m,"Valine, Leucine, and Isoleucine Metabolism",Hsd17b10,0.4269407545547806,0.4722412917173122,0.5565215775167246,0.43394107518037506,0.8057030057634453,0.9266500293514528,0.9700275605091222,0.9311414462159857,0.5910860715748633,0.56729733997484,0.7130995677766689,0.6580383340985725
HAS1,Hyaluronan synthase,HAS1: uacgam_c + udpglcur_c --> 2.0 h_c + ha_pre1_e + 2.0 udp_c,Hyaluronan Metabolism,Has1;;;Has2;;;Has3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011644941622211927,0.001160438552663558,0.0009020977614812253
HAS2,Hyaluronan synthase,HAS2: ha_pre1_e + uacgam_c + udpglcur_c --> 2.0 h_c + ha_e + 2.0 udp_c,Hyaluronan Metabolism,Has1;;;Has2;;;Has3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011644941622211927,0.001160438552663558,0.0009020977614812253
HEX1,Hexokinase (D-glucose:ATP),HEX1: atp_c + glc__D_c --> adp_c + g6p_c + h_c,Glycolysis/Gluconeogenesis,Gck;;;Hk1;;;Hk2;;;Hk3;;;Hkdc1,0.6866586362809877,0.7011993959460633,0.5543514489076173,0.5188928291242401,0.10266526545866501,0.13858919458580415,0.14234114940059184,0.07982674203664213,0.4802611878577612,0.5894681084506633,0.36058093529616175,0.3115779133146455
HEX10,Hexokinase (D-glucosamine:ATP),HEX10: atp_c + gam_c --> adp_c + gam6p_c + h_c,Aminosugar Metabolism,Gck;;;Hk1;;;Hk2;;;Hk3;;;Hkdc1,0.6866586362809877,0.7011993959460633,0.5543514489076173,0.5188928291242401,0.10266526545866501,0.13858919458580415,0.14234114940059184,0.07982674203664213,0.4802611878577612,0.5894681084506633,0.36058093529616175,0.3115779133146455
HEX4,Hexokinase (D-mannose:ATP),HEX4: atp_c + man_c --> adp_c + h_c + man6p_c,Fructose and Mannose Metabolism,Gck;;;Hk1;;;Hk2;;;Hk3;;;Hkdc1,0.6866586362809877,0.7011993959460633,0.5543514489076173,0.5188928291242401,0.10266526545866501,0.13858919458580415,0.14234114940059184,0.07982674203664213,0.4802611878577612,0.5894681084506633,0.36058093529616175,0.3115779133146455
HEX7,Hexokinase (D-fructose:ATP),HEX7: atp_c + fru_c --> adp_c + f6p_c + h_c,Fructose and Mannose Metabolism,Gck;;;Hk1;;;Hk2;;;Hk3;;;Hkdc1,0.6866586362809877,0.7011993959460633,0.5543514489076173,0.5188928291242401,0.10266526545866501,0.13858919458580415,0.14234114940059184,0.07982674203664213,0.4802611878577612,0.5894681084506633,0.36058093529616175,0.3115779133146455
HEXCCPT1,Carnitine O-palmitoyltransferase,HEXCCPT1: crn_c + hexccoa_c --> coa_c + hexccrn_c,Carnitine shuttle,Cpt1a;;;Cpt1b;;;Cpt1c,0.07091950812804762,0.0758530384449961,0.09384215691113652,0.10165257951868203,0.03351747153305463,0.012370129199578675,0.10249594542484584,0.02617337887250963,0.05082605339540467,0.04330235040219267,0.08746233382621951,0.061493298067870114
HEXCCPT2,Carnitine transferase,HEXCCPT2: coa_m + hexccrn_m --> crn_m + hexccoa_m,Carnitine shuttle,Cpt2,0.07381376745662312,0.0848313588424609,0.04611066406732069,0.0665846988185058,0.11855242143246972,0.0850721361526504,0.0321280925759367,0.020677818903661997,0.0767916104670999,0.06272539381287862,0.0826127025303331,0.11459641929048732
HEXCCRNt,Transport into the mitochondria (carnitine),HEXCCRNt: hexccrn_c --> hexccrn_m,Carnitine shuttle,Slc25a20,0.2795946111987859,0.1864057768104993,0.1591513200038298,0.22993349545953057,0.1688016181303612,0.1366783407862249,0.2927926305825227,0.3837338186047113,0.342467785655969,0.3562698855550861,0.29950449410461144,0.19191972962657627
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing,HGNTOR: hgentis_c + o2_c --> 4mlacac_c + h_c,Tyrosine metabolism,Hgd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030411738444451005,0.0,0.0
HIBDm,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBDm: 3hmp_m + nad_m <=> 2mop_m + h_m + nadh_m,"Valine, Leucine, and Isoleucine Metabolism",Hibadh,0.4307119295817695,0.46781070741549524,0.4184562670531598,0.580145758693199,0.5722470343075922,0.5609159321744738,0.4632019223546055,0.8312939959289013,0.5871245840427679,0.5203865968255579,0.48705341888320425,0.6985420798943621
HISDC,Histidine decarboxylase,HISDC: h_c + his__L_c --> co2_c + hista_c,Histidine Metabolism,Ddc;;;Hdc,0.06093613300809596,0.08044093075719243,0.03880928041112573,0.1130003060658928,0.009155143036713744,0.006154030500977283,0.022397033899801855,0.011395029763222831,0.6548118231211689,0.3637518271081829,1.7163251648446596,0.3187090159081245
HISDr,Histidase r,HISDr: his__L_c --> nh4_c + urcan_c,Histidine Metabolism,Hal,1.2223948187705178,0.6615374214278282,1.149011898459097,1.1581227956268494,0.023445621557062,0.0397645483011232,0.0784705622985117,0.05274829527438021,0.3692313457791824,0.440379616959917,0.98525638798548,0.4813681867778992
HISTASE,HISTASE,HISTASE: h2o_c + hista_c + o2_c --> h2o2_c + im4act_c + nh4_c,Histidine Metabolism,Aoc1;;;Aoc2,0.0,0.0,0.0010528291548978852,0.006107783290899701,0.009547770697000465,0.0,0.0,0.0,0.0034433382111305052,0.001380215109648807,0.0,0.0
HISTAVESSEC,Histamine secretion via secretory vesicle (ATP driven),HISTAVESSEC: 2.0 atp_c + 2.0 h2o_c + 3.0 hista_c --> 2.0 adp_c + 2.0 h_c + 3.0 hista_e + 2.0 pi_c,"Transport, Extracellular",Slc18a1;;;Slc18a2,0.0016272111190062403,0.0,0.0,0.0,0.0,0.0,0.0,0.0032355547904641827,0.00396347664558451,0.003040358855876685,0.0,0.0007743580958916216
HISTAtu,Histamine uniport,HISTAtu: hista_e <=> hista_c,"Transport, Extracellular",Slc22a2;;;Slc22a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISt4,L-histidine transport in via sodium symport,HISt4: his__L_e + na1_e --> his__L_c + na1_c,"Transport, Extracellular",Slc38a2;;;Slc6a14,0.11291128284088468,0.11766897029745758,0.09592357329318194,0.14207495161924585,0.2246039202407146,0.2730464108716795,0.2999400543891112,0.40053162164414513,0.14617770209991754,0.19785077725781716,0.11021466506300331,0.22920563123577695
HIStN1,"Histidine transport (Na, H coupled)",HIStN1: h_c + his__L_e + 2.0 na1_e <=> h_e + his__L_c + 2.0 na1_c,"Transport, Extracellular",Slc38a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIStiDF,L-histidine transport via diffusion (extracellular to cytosol),HIStiDF: his__L_e --> his__L_c,"Transport, Extracellular",Slc38a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKYNH,3 Hydroxy L kynurenine hydrolase,HKYNH: h2o_c + hLkynr_c --> 3hanthrn_c + ala__L_c,Tryptophan metabolism,Kynu,0.0402449562264913,0.0379756333818925,0.0267390367723722,0.013879812314993701,0.0,0.0,0.007243605345201201,0.0278231856139681,0.1203284208151301,0.22719767431222676,0.06590415318521262,0.10846579601591472
HKt,H+/K+ gastric/non-gastric P-ATPase and ABC ATPase,HKt: atp_c + h2o_c + k_e --> adp_c + h_e + k_c + pi_c,"Transport, Extracellular",Atp4a;;;Atp4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006313172134472854,0.0,0.0004579859879995816,0.0
HMBS,Hydroxymethylbilane synthase,HMBS: h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,Heme Biosynthesis,Hmbs,0.2349346029810116,0.24941242993743248,0.2631640349710619,0.2611231749668797,0.6232789127305403,0.8186404924885592,0.7989309083834878,0.3943919101780037,0.29343129158031334,0.30394912524137824,0.29657394696247014,0.34093838286199846
HMGCOARx,Hydroxymethylglutaryl CoA reductase (ir),HMGCOARx: 2.0 h_x + hmgcoa_x + 2.0 nadph_x --> coa_x + mev__R_x + 2.0 nadp_x,Cholesterol Metabolism,Hmgcr,0.0938571167107485,0.08543592771231351,0.0734098155037304,0.013936265819268902,0.1294452707803683,0.1494794374861048,0.0991941578739003,0.1575246868165884,0.05882403803882821,0.09529141503352181,0.060275638807625105,0.08222424258341592
HMGCOAS,Hydroxymethylglutaryl CoA synthase,HMGCOAS: coa_c + h_c + hmgcoa_c <-- aacoa_c + accoa_c + h2o_c,Cholesterol Metabolism,Hmgcs1,0.1228964369026645,0.116884853684724,0.1285339133700595,0.1425527469463714,0.205953635945016,0.10105884142331571,0.1614015221681709,0.19033168242872128,0.1391097323781171,0.136119051803111,0.11346600572632712,0.1482784481395857
HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,HMGCOASm: coa_m + h_m + hmgcoa_m <-- aacoa_m + accoa_m + h2o_m,Cholesterol Metabolism,Hmgcs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030765747140016004,0.0,0.009500503393219902,0.006194252196933701
HMGLm,Hydroxymethylglutaryl-CoA lyase,HMGLm: hmgcoa_m --> acac_m + accoa_m,Cholesterol Metabolism,Hmgcl;;;Hmgcll1,0.36916982134364795,0.3835050221145963,0.4418001501468011,0.3123699883503617,0.1810939418958249,0.13225025312529262,0.1678146241092249,0.10362042489937082,0.4271380974396583,0.42790853396285544,0.34065189121062983,0.4465004816700367
HMGLx,Hydroxymethylglutaryl-CoA lyase,HMGLx: hmgcoa_x --> acac_x + accoa_x,Cholesterol Metabolism,Hmgcl,0.6381979852240618,0.6600235213952385,0.7471663562117202,0.5500389305875679,0.33436683034426223,0.24903571097045177,0.31147282928853604,0.197504638464728,0.725483027849406,0.7266262124017406,0.5942808233985608,0.7540855793322775
HOXG,Heme oxygenase 1,HOXG: 5.0 h_c + 3.0 nadph_c + 3.0 o2_c + pheme_c --> biliverd_c + co_c + fe2_c + 3.0 h2o_c + 3.0 nadp_c,Heme Degradation,Hmox1;;;Hmox2,4.240464622624654,2.8354759882675777,4.707514367972874,14.129170970275707,0.4227727622222376,0.5046049096603245,0.48794638185896577,0.529894103139555,1.2032526532081667,1.0507270813330398,1.39709547913795,1.426064249611081
HPCLx,2-hydroxyphytanoyl-CoA lyase,HPCLx: 4.0 h_x + phyt2ohcoa_x --> forcoa_x + pristanal_x,Fatty Acid Metabolism,Hyal6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPDCACRNCPT1,Carnitine fatty-acyl transferase,HPDCACRNCPT1: crn_c + hpdcacoa_c --> coa_c + hpdcacrn_c,Carnitine shuttle,Cpt1a;;;Cpt1b;;;Cpt1c,0.07091950812804762,0.0758530384449961,0.09384215691113652,0.10165257951868203,0.03351747153305463,0.012370129199578675,0.10249594542484584,0.02617337887250963,0.05082605339540467,0.04330235040219267,0.08746233382621951,0.061493298067870114
HPDCACRNCPT2,Heptadecanoate transport into the mitochondria,HPDCACRNCPT2: coa_m + hpdcacrn_m --> crn_m + hpdcacoa_m,Carnitine shuttle,Cpt2,0.07381376745662312,0.0848313588424609,0.04611066406732069,0.0665846988185058,0.11855242143246972,0.0850721361526504,0.0321280925759367,0.020677818903661997,0.0767916104670999,0.06272539381287862,0.0826127025303331,0.11459641929048732
HPDCACRNt,Heptadecanoate transport into the mitochondria,HPDCACRNt: hpdcacrn_c --> hpdcacrn_m,Carnitine shuttle,Slc25a20,0.2795946111987859,0.1864057768104993,0.1591513200038298,0.22993349545953057,0.1688016181303612,0.1366783407862249,0.2927926305825227,0.3837338186047113,0.342467785655969,0.3562698855550861,0.29950449410461144,0.19191972962657627
HPROxm,L hydroxyproline dehydrogenase  NAD   mitochondrial,HPROxm: 4hpro_LT_m + nad_m --> 1p3h5c_m + 2.0 h_m + nadh_m,Arginine and Proline Metabolism,Aldh4a1,0.0144325997678864,0.0262309348865677,0.010122793660435201,0.0,0.011889176670768,0.0,0.0260777160416288,0.0235117547323487,0.016300930082655096,0.0174887435195484,0.030042105591809497,0.0243769173557406
HPYRR2x,Hydroxypyruvate reductase (NADH),HPYRR2x: h_c + hpyr_c + nadh_c --> glyc__S_c + nad_c,Glyoxylate and Dicarboxylate Metabolism,Ldha;;;Ldhal6b;;;Ldhb;;;Ldhc;;;Ldhd,9.086865322664957,8.960389771767707,11.654682137923396,8.699967951500943,12.629910681753074,9.123663879632852,9.8106583209606,10.399689338561986,6.316317879456744,7.225938727322412,6.285189193484707,4.889468831948205
HPYRRy,Hydroxypyruvate reductase (NADPH),HPYRRy: h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,Glyoxylate and Dicarboxylate Metabolism,Grhpr,0.1858589321542022,0.2747691567287876,0.31308564219058155,0.29494175069073525,0.33360170519231874,0.2664075042829293,0.27850400167558437,0.30897448271612715,0.1542906627992107,0.1834722047502673,0.14820684426355202,0.1316787128130085
HS1ly,"Heparan-N-sulfatase, lysosomal",HS1ly: h2o_l + hs_deg1_l --> h_l + hs_deg2_l + so4_l,Heparan sulfate degradation,Sgsh,0.04330094358608029,0.05298788888430261,0.050044222455785506,0.010035088473591601,0.009633187486874702,0.0244791069192682,0.0225575664186406,0.07470784396628151,0.0438614274875497,0.029964889880372398,0.0433307677045416,0.049081938838292004
HS2ly,"Heparan-N-sulfatase, lysosomal",HS2ly: h2o_l + hs_deg6_l --> h_l + hs_deg7_l + so4_l,Heparan sulfate degradation,Sgsh,0.04330094358608029,0.05298788888430261,0.050044222455785506,0.010035088473591601,0.009633187486874702,0.0244791069192682,0.0225575664186406,0.07470784396628151,0.0438614274875497,0.029964889880372398,0.0433307677045416,0.049081938838292004
HS3ly,"Heparan-N-sulfatase, lysosomal",HS3ly: h2o_l + hs_deg12_l --> h_l + hs_deg13_l + so4_l,Heparan sulfate degradation,Sgsh,0.04330094358608029,0.05298788888430261,0.050044222455785506,0.010035088473591601,0.009633187486874702,0.0244791069192682,0.0225575664186406,0.07470784396628151,0.0438614274875497,0.029964889880372398,0.0433307677045416,0.049081938838292004
HSD11B1r,11-beta-hydroxysteroid dehydrogenase type 1,HSD11B1r: cortsn_r + h_r + nadph_r <=> crtsl_r + nadp_r,Steroid Metabolism,Hsd11b1,0.2164459330622174,0.049798635140901104,0.11346721975180542,0.0441963264819563,0.527332018566924,0.43835339323484607,0.7775033761289077,0.7225194146540728,0.0723503540331246,0.09534879930486911,0.1266898303166185,0.0668158195809153
HSD11B2r,11-beta-hydroxysteroid dehydrogenase type 2,HSD11B2r: cortsn_r + h_r + nadh_r <=> crtsl_r + nad_r,Steroid Metabolism,Hsd11b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013271213437475,0.0,0.0
HSD17B1,Testicular 17-beta-hydroxysteroid dehydrogenase,HSD17B1: estrone_c + h_c + nadph_c <=> estradiol_c + nadp_c,Steroid Metabolism,H2-Ke6;;;Hsd17b1,0.17914866261862106,0.14550059426447046,0.13417930669797298,0.19409782395991745,0.2661296524835436,0.3530754671123084,0.3140557051034029,0.3263294237272226,0.2251800654218535,0.20051009124065083,0.22711413614587903,0.25630597822412704
HSD17B2r,17-beta-hydroxysteroid dehydrogenase,HSD17B2r: andrstndn_r + h_r + nadh_r --> nad_r + tststerone_r,Steroid Metabolism,Hsd17b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041064658769111,0.0,0.0,0.0
HSD17B3r,Testicular 17-beta-hydroxysteroid dehydrogenase,HSD17B3r: andrstndn_r + h_r + nadph_r --> nadp_r + tststerone_r,Steroid Metabolism,Hsd17b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B42x,Hydroxysteroid (17-beta) dehydrogenase 4,HSD17B42x: h_x + nadph_x + o2_x + thcholoylcoa_x --> dhocholoylcoa_x + 2.0 h2o_x + nadp_x,Bile Acid Biosynthesis,Hsd17b4,0.1594953438506988,0.1646461547918178,0.1437049757887263,0.1359087846296457,0.12566070676647,0.1071198559280354,0.1619701387207543,0.0862415834567494,0.1773913664687165,0.20897632926688908,0.1747557881821415,0.2847231897221654
HSD17B4x,Hydroxysteroid (17-beta) dehydrogenase 4,HSD17B4x: cholcoads_x + h_x + nadph_x + o2_x --> cholcoaone_x + h2o_x + nadp_x,Bile Acid Biosynthesis,Hsd17b4,0.1594953438506988,0.1646461547918178,0.1437049757887263,0.1359087846296457,0.12566070676647,0.1071198559280354,0.1619701387207543,0.0862415834567494,0.1773913664687165,0.20897632926688908,0.1747557881821415,0.2847231897221654
HSD17B7r,Testicular 17-beta-hydroxysteroid dehydrogenase,HSD17B7r: estrone_r + h_r + nadph_r --> estradiol_r + nadp_r,Steroid Metabolism,Hsd17b7,0.0070854060907191005,0.0067066403823869,0.0053822388631375,0.010098521047973501,0.0227224242479157,0.093117885421229,0.062347017198246604,0.0,0.0073442314350139,0.0079810718461872,0.008279735843307602,0.0170192397262837
HSD17B8r,17-beta-hydroxysteroid dehydrogenase,HSD17B8r: estrone_r + h_r + nadh_r --> estradiol_r + nad_r,Steroid Metabolism,Hsd17b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041064658769111,0.0,0.0,0.0
HSD17B9r,17-beta-hydroxysteroid dehydrogenase (type 7),HSD17B9r: andrstrn_r + h_r + nadph_r + 1.5 o2_r --> eandrstrn_r + 2.0 h2o_r + nadp_r,Steroid Metabolism,Hsd17b7,0.0070854060907191005,0.0067066403823869,0.0053822388631375,0.010098521047973501,0.0227224242479157,0.093117885421229,0.062347017198246604,0.0,0.0073442314350139,0.0079810718461872,0.008279735843307602,0.0170192397262837
HSD3A1r,3 alpha-hydroxysteroid dehydrogenase (type 3),HSD3A1r: andrstandn_r + h_r + nadh_r <=> andrstrn_r + nad_r,Steroid Metabolism,Akr1c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3A2r,3 alpha-hydroxysteroid dehydrogenase (type 3),HSD3A2r: andrstandn_r + h_r + nadph_r <=> andrstrn_r + nadp_r,Steroid Metabolism,Akr1c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B11,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,HSD3B11: nad_c + prgnlone_c --> h_c + nadh_c + prgstrn_c,Steroid Metabolism,Hsd3b2,0.0,0.0,0.0026741240853862,0.0,0.0,0.0,0.007243605345201201,0.0,0.005600836806313101,0.0014372151544529003,0.0021764244480369,0.0010653306110225
HSD3B11r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,HSD3B11r: nad_r + prgnlone_r --> h_r + nadh_r + prgstrn_r,Steroid Metabolism,Hsd3b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B12r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,HSD3B12r: dhea_r + nad_r --> andrstndn_r + h_r + nadh_r,Steroid Metabolism,Hsd3b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B13r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,HSD3B13r: 17ahprgnlone_r + nad_r --> 17ahprgstrn_r + h_r + nadh_r,Steroid Metabolism,Hsd3b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B2r,3 beta-hydroxysteroid dehydrogenase type 1,HSD3B2r: eandrstrn_r + h_r + nadh_r --> andrstandn_r + h2o_r + nad_r,Steroid Metabolism,Hsd3b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B3r,3 beta-hydroxysteroid dehydrogenase type 1,HSD3B3r: eandrstrn_r + h_r + nadph_r --> andrstandn_r + h2o_r + nadp_r,Steroid Metabolism,Hsd3b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B7,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",HSD3B7: nad_r + xol7a_r --> h_r + nadh_r + xol7aone_r,Bile Acid Biosynthesis,Hsd3b7,0.0017374564332799003,0.0038068070921241006,0.009022958936845802,0.0,0.0,0.0,0.0,0.0,0.0037265596974603,0.007071305069134601,0.005464663283141301,0.0020671469949336
HSD3B7P,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",HSD3B7P: nadp_r + xol7a_r --> h_r + nadph_r + xol7aone_r,Bile Acid Biosynthesis,Hsd3b7,0.0017374564332799003,0.0038068070921241006,0.009022958936845802,0.0,0.0,0.0,0.0,0.0,0.0037265596974603,0.007071305069134601,0.005464663283141301,0.0020671469949336
HXANtl,Hypoxanthine facilated transport from lysosome,HXANtl: hxan_l <=> hxan_c,"Transport, Lysosomal",Slc29a3,0.5256207585229451,0.32447955837397685,0.3705341219429228,0.3898978790303585,0.0240229273645392,0.06943634228986892,0.0472721236786192,0.056897184724534505,0.4106499383932733,0.34647345651082573,0.33963460904634074,0.4084363390072431
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),HXPRT: hxan_c + prpp_c --> imp_c + ppi_c,Salvage Pathway,Hprt,1.8126288109156206,2.1899681271913525,1.7501463972579585,2.2905873242962937,3.829633123080432,3.594048081714439,3.933506631867337,3.7909522631149963,2.1704918123516896,2.451937174300606,1.8587810066493904,2.258940303585589
HYPOE,Hypothetical enyme,HYPOE: h2o_c + pyam5p_c --> pi_c + pydam_c,Vitamin B6 Metabolism,Pdxp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYXNt,Hypoxanthine transport,HYXNt: hxan_e <=> hxan_c,"Transport, Extracellular",Slc29a2,0.006312160599168301,0.0089007673528229,0.0019095630919645,0.0,0.0,0.0,0.0081288124130217,0.062471286654692704,0.005886212757241601,0.009844315429366,0.0,0.0026740267420787005
Htm,Uncoupling protein,Htm: h_c --> h_m,"Transport, Mitochondrial",Slc25a14;;;Slc25a27;;;Ucp1;;;Ucp2;;;Ucp3,3.2652930529042834,2.771348587733742,3.7373781073544854,2.6407353574681993,1.2174856198276038,1.6472623308362297,1.464156404529997,1.098808467729778,3.955220759971309,2.8082456515027254,3.4239489131318064,2.846341018830963
ICDHxm,Isocitrate dehydrogenase  NAD,ICDHxm: icit_m + nad_m --> akg_m + co2_m + nadh_m,Citric Acid Cycle,Idh3a;;;Idh3b;;;Idh3g,0.43265078240098026,0.3772224599072864,0.4471215380947846,0.3794048012552472,1.1084570530051794,0.8683458924668768,0.9973689382335763,0.9782703695541766,0.6160731136551534,0.5810068124996334,0.5377258640778974,0.689030442143297
ICDHym,Isocitrate dehydrogenase  NADP,ICDHym: icit_m + nadp_m <=> akg_m + co2_m + nadph_m,Citric Acid Cycle,Idh2,0.2703329227923409,0.3311163364865348,0.2415999812744278,0.2613146894829316,0.153903194228046,0.0912425620386804,0.2500511582167798,0.1784038299213719,0.5108797859232767,0.3953247064287842,0.33361856884749946,0.4698787346090363
ICDHyp,Isocitrate dehydrogenase  NADP,ICDHyp: icit_x + nadp_x --> akg_x + co2_x + nadph_x,Citric Acid Cycle,Idh1,0.24720772885698208,0.2726858692321074,0.2543196312047043,0.1413259877151029,0.019137304780696196,0.017768680213508393,0.03761901857013889,0.027870615158244,0.2422471443856071,0.1772490331746778,0.31530100737657296,0.22737129796318437
ICDHyr,Isocitrate dehydrogenase (NADP),ICDHyr: icit_c + nadp_c --> akg_c + co2_c + nadph_c,Citric Acid Cycle,Idh1,0.24720772885698208,0.2726858692321074,0.2543196312047043,0.1413259877151029,0.019137304780696196,0.017768680213508393,0.03761901857013889,0.027870615158244,0.2422471443856071,0.1772490331746778,0.31530100737657296,0.22737129796318437
IDHPOXOX2b,Iodide:hydrogen-peroxide oxidoreductase 2,IDHPOXOX2b: 3ityr__L_c + iodine_c --> 35diotyr_c + h_c + i_c,Tyrosine metabolism,Tpo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDHPOXOX3,Iodide:hydrogen-peroxide oxidoreductase 3,IDHPOXOX3: 35diotyr_c + 3ityr__L_c + h2o2_c --> 2amac_c + 2.0 h2o_c + triodthy_c,Tyrosine metabolism,Tpo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDHPOXOX4,Iodide:hydrogen-peroxide oxidoreductase 4,IDHPOXOX4: 2.0 35diotyr_c + h2o2_c --> 2amac_c + 2.0 h2o_c + thyox__L_c,Tyrosine metabolism,Tpo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDHPOXOXb,Iodide:hydrogen-peroxide oxidoreductase,IDHPOXOXb: iodine_c + tyr__L_c --> 3ityr__L_c + h_c + i_c,Tyrosine metabolism,Tpo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDOAASE1ly,"Alpha-L-iduronidase, lysosomal",IDOAASE1ly: h2o_l + hs_deg4_l --> hs_deg5_l + idour_l,Heparan sulfate degradation,Idua,0.032980805576828094,0.0332760438469701,0.0418426870254088,0.0442432839316866,0.0,0.049469262567042906,0.0361689814814814,0.0761166823837676,0.0427195868554331,0.0443673589873612,0.0123781980953633,0.0217199834863553
